id,title,abstract,categories,year,cleaned_abstract,word_count,char_count,period
1511.05371,"Constant Time EXPected Similarity Estimation using Stochastic
  Optimization","A new algorithm named EXPected Similarity Estimation (EXPoSE) was recently proposed to solve the problem of large-scale anomaly detection. It is a non-parametric and distribution free kernel method based on the Hilbert space embedding of probability measures. Given a dataset of $n$ samples, EXPoSE needs only $\mathcal{O}(n)$ (linear time) to build a model and $\mathcal{O}(1)$ (constant time) to make a prediction. In this work we improve the linear computational complexity and show that an $\epsilon$-accurate model can be estimated in constant time, which has significant implications for large-scale learning problems. To achieve this goal, we cast the original EXPoSE formulation into a stochastic optimization problem. It is crucial that this approach allows us to determine the number of iteration based on a desired accuracy $\epsilon$, independent of the dataset size $n$. We will show that the proposed stochastic gradient descent algorithm works in general (possible infinite-dimensional) Hilbert spaces, is easy to implement and requires no additional step-size parameters.",['cs.LG'],2015,new algorithm named expected similarity estimation expose recently proposed solve problem large scale anomaly detection non parametric distribution free kernel method based hilbert space embedding probability measures given dataset n samples expose needs mathcalon linear time build model mathcalo1 constant time make prediction work improve linear computational complexity show epsilon accurate model estimated constant time significant implications large scale learning problems achieve goal cast original expose formulation stochastic optimization problem crucial approach allows us determine number iteration based desired accuracy epsilon independent dataset size n show proposed stochastic gradient descent algorithm works general possible infinite dimensional hilbert spaces easy implement requires additional step size parameters,158,1087,growth (2015–2017)
1511.05641,Net2Net: Accelerating Learning via Knowledge Transfer,"We introduce techniques for rapidly transferring the information stored in one neural net into another neural net. The main purpose is to accelerate the training of a significantly larger neural net. During real-world workflows, one often trains very many different neural networks during the experimentation and design process. This is a wasteful process in which each new model is trained from scratch. Our Net2Net technique accelerates the experimentation process by instantaneously transferring the knowledge from a previous network to each new deeper or wider network. Our techniques are based on the concept of function-preserving transformations between neural network specifications. This differs from previous approaches to pre-training that altered the function represented by a neural net when adding layers to it. Using our knowledge transfer mechanism to add depth to Inception modules, we demonstrate a new state of the art accuracy rating on the ImageNet dataset.",['cs.LG'],2015,introduce techniques rapidly transferring information stored one neural net another neural net main purpose accelerate training significantly larger neural net real world workflows one often trains many different neural networks experimentation design process wasteful process new model trained scratch net2net technique accelerates experimentation process instantaneously transferring knowledge previous network new deeper wider network techniques based concept function preserving transformations neural network specifications differs previous approaches pre training altered function represented neural net adding layers using knowledge transfer mechanism add depth inception modules demonstrate new state art accuracy rating imagenet dataset,145,978,growth (2015–2017)
1511.05644,Adversarial Autoencoders,"In this paper, we propose the ""adversarial autoencoder"" (AAE), which is a probabilistic autoencoder that uses the recently proposed generative adversarial networks (GAN) to perform variational inference by matching the aggregated posterior of the hidden code vector of the autoencoder with an arbitrary prior distribution. Matching the aggregated posterior to the prior ensures that generating from any part of prior space results in meaningful samples. As a result, the decoder of the adversarial autoencoder learns a deep generative model that maps the imposed prior to the data distribution. We show how the adversarial autoencoder can be used in applications such as semi-supervised classification, disentangling style and content of images, unsupervised clustering, dimensionality reduction and data visualization. We performed experiments on MNIST, Street View House Numbers and Toronto Face datasets and show that adversarial autoencoders achieve competitive results in generative modeling and semi-supervised classification tasks.",['cs.LG'],2015,paper propose adversarial autoencoder aae probabilistic autoencoder uses recently proposed generative adversarial networks gan perform variational inference matching aggregated posterior hidden code vector autoencoder arbitrary prior distribution matching aggregated posterior prior ensures generating part prior space results meaningful samples result decoder adversarial autoencoder learns deep generative model maps imposed prior data distribution show adversarial autoencoder used applications semi supervised classification disentangling style content images unsupervised clustering dimensionality reduction data visualization performed experiments mnist street view house numbers toronto face datasets show adversarial autoencoders achieve competitive results generative modeling semi supervised classification tasks,144,1038,growth (2015–2017)
1511.05653,"Why are deep nets reversible: A simple theory, with implications for
  training","Generative models for deep learning are promising both to improve understanding of the model, and yield training methods requiring fewer labeled samples. Recent works use generative model approaches to produce the deep net's input given the value of a hidden layer several levels above. However, there is no accompanying ""proof of correctness"" for the generative model, showing that the feedforward deep net is the correct inference method for recovering the hidden layer given the input. Furthermore, these models are complicated. The current paper takes a more theoretical tack. It presents a very simple generative model for RELU deep nets, with the following characteristics: (i) The generative model is just the reverse of the feedforward net: if the forward transformation at a layer is $A$ then the reverse transformation is $A^T$. (This can be seen as an explanation of the old weight tying idea for denoising autoencoders.) (ii) Its correctness can be proven under a clean theoretical assumption: the edge weights in real-life deep nets behave like random numbers. Under this assumption ---which is experimentally tested on real-life nets like AlexNet--- it is formally proved that feed forward net is a correct inference method for recovering the hidden layer. The generative model suggests a simple modification for training: use the generative model to produce synthetic data with labels and include it in the training set. Experiments are shown to support this theory of random-like deep nets; and that it helps the training.",['cs.LG'],2015,generative models deep learning promising improve understanding model yield training methods requiring fewer labeled samples recent works use generative model approaches produce deep nets input given value hidden layer several levels however accompanying proof correctness generative model showing feedforward deep net correct inference method recovering hidden layer given input furthermore models complicated current paper takes theoretical tack presents simple generative model relu deep nets following characteristics generative model reverse feedforward net forward transformation layer reverse transformation seen explanation old weight tying idea denoising autoencoders ii correctness proven clean theoretical assumption edge weights real life deep nets behave like random numbers assumption experimentally tested real life nets like alexnet formally proved feed forward net correct inference method recovering hidden layer generative model suggests simple modification training use generative model produce synthetic data labels include training set experiments shown support theory random like deep nets helps training,241,1538,growth (2015–2017)
1511.05678,Expressiveness of Rectifier Networks,"Rectified Linear Units (ReLUs) have been shown to ameliorate the vanishing gradient problem, allow for efficient backpropagation, and empirically promote sparsity in the learned parameters. They have led to state-of-the-art results in a variety of applications. However, unlike threshold and sigmoid networks, ReLU networks are less explored from the perspective of their expressiveness. This paper studies the expressiveness of ReLU networks. We characterize the decision boundary of two-layer ReLU networks by constructing functionally equivalent threshold networks. We show that while the decision boundary of a two-layer ReLU network can be captured by a threshold network, the latter may require an exponentially larger number of hidden units. We also formulate sufficient conditions for a corresponding logarithmic reduction in the number of hidden units to represent a sign network as a ReLU network. Finally, we experimentally compare threshold networks and their much smaller ReLU counterparts with respect to their ability to learn from synthetically generated data.",['cs.LG'],2015,rectified linear units relus shown ameliorate vanishing gradient problem allow efficient backpropagation empirically promote sparsity learned parameters led state art results variety applications however unlike threshold sigmoid networks relu networks less explored perspective expressiveness paper studies expressiveness relu networks characterize decision boundary two layer relu networks constructing functionally equivalent threshold networks show decision boundary two layer relu network captured threshold network latter may require exponentially larger number hidden units also formulate sufficient conditions corresponding logarithmic reduction number hidden units represent sign network relu network finally experimentally compare threshold networks much smaller relu counterparts respect ability learn synthetically generated data,154,1076,growth (2015–2017)
1511.05688,"A Distribution Adaptive Framework for Prediction Interval Estimation
  Using Nominal Variables","Proposed methods for prediction interval estimation so far focus on cases where input variables are numerical. In datasets with solely nominal input variables, we observe records with the exact same input $x^u$, but different real valued outputs due to the inherent noise in the system. Existing prediction interval estimation methods do not use representations that can accurately model such inherent noise in the case of nominal inputs. We propose a new prediction interval estimation method tailored for this type of data, which is prevalent in biology and medicine. We call this method Distribution Adaptive Prediction Interval Estimation given Nominal inputs (DAPIEN) and has four main phases. First, we select a distribution function that can best represent the inherent noise of the system for all unique inputs. Then we infer the parameters $\theta_i$ (e.g. $\theta_i=[mean_i, variance_i]$) of the selected distribution function for all unique input vectors $x^u_i$ and generate a new corresponding training set using pairs of $x^u_i, \theta_i$. III). Then, we train a model to predict $\theta$ given a new $x_u$. Finally, we calculate the prediction interval for a new sample using the inverse of the cumulative distribution function once the parameters $\theta$ is predicted by the trained model. We compared DAPIEN to the commonly used Bootstrap method on three synthetic datasets. Our results show that DAPIEN provides tighter prediction intervals while preserving the requested coverage when compared to Bootstrap. This work can facilitate broader usage of regression methods in medicine and biology where it is necessary to provide tight prediction intervals while preserving coverage when input variables are nominal.",['cs.LG'],2015,proposed methods prediction interval estimation far focus cases input variables numerical datasets solely nominal input variables observe records exact input xu different real valued outputs due inherent noise system existing prediction interval estimation methods use representations accurately model inherent noise case nominal inputs propose new prediction interval estimation method tailored type data prevalent biology medicine call method distribution adaptive prediction interval estimation given nominal inputs dapien four main phases first select distribution function best represent inherent noise system unique inputs infer parameters theta_i eg theta_imean_i variance_i selected distribution function unique input vectors xu_i generate new corresponding training set using pairs xu_i theta_i iii train model predict theta given new x_u finally calculate prediction interval new sample using inverse cumulative distribution function parameters theta predicted trained model compared dapien commonly used bootstrap method three synthetic datasets results show dapien provides tighter prediction intervals preserving requested coverage compared bootstrap work facilitate broader usage regression methods medicine biology necessary provide tight prediction intervals preserving coverage input variables nominal,260,1732,growth (2015–2017)
1511.05710,Complex-Valued Gaussian Processes for Regression,"In this paper we propose a novel Bayesian solution for nonlinear regression in complex fields. Previous solutions for kernels methods usually assume a complexification approach, where the real-valued kernel is replaced by a complex-valued one. This approach is limited. Based on results in complex-valued linear theory and Gaussian random processes we show that a pseudo-kernel must be included. This is the starting point to develop the new complex-valued formulation for Gaussian process for regression (CGPR). We face the design of the covariance and pseudo-covariance based on a convolution approach and for several scenarios. Just in the particular case where the outputs are proper, the pseudo-kernel cancels. Also, the hyperparameters of the covariance {can be learnt} maximizing the marginal likelihood using Wirtinger's calculus and patterned complex-valued matrix derivatives. In the experiments included, we show how CGPR successfully solve systems where real and imaginary parts are correlated. Besides, we successfully solve the nonlinear channel equalization problem by developing a recursive solution with basis removal. We report remarkable improvements compared to previous solutions: a 2-4 dB reduction of the MSE with {just a quarter} of the training samples used by previous approaches.",['cs.LG'],2015,paper propose novel bayesian solution nonlinear regression complex fields previous solutions kernels methods usually assume complexification approach real valued kernel replaced complex valued one approach limited based results complex valued linear theory gaussian random processes show pseudo kernel must included starting point develop new complex valued formulation gaussian process regression cgpr face design covariance pseudo covariance based convolution approach several scenarios particular case outputs proper pseudo kernel cancels also hyperparameters covariance learnt maximizing marginal likelihood using wirtingers calculus patterned complex valued matrix derivatives experiments included show cgpr successfully solve systems real imaginary parts correlated besides successfully solve nonlinear channel equalization problem developing recursive solution basis removal report remarkable improvements compared previous solutions 2 4 db reduction mse quarter training samples used previous approaches,189,1306,growth (2015–2017)
1511.05743,"Sparse learning of maximum likelihood model for optimization of complex
  loss function","Traditional machine learning methods usually minimize a simple loss function to learn a predictive model, and then use a complex performance measure to measure the prediction performance. However, minimizing a simple loss function cannot guarantee that an optimal performance. In this paper, we study the problem of optimizing the complex performance measure directly to obtain a predictive model. We proposed to construct a maximum likelihood model for this problem, and to learn the model parameter, we minimize a com- plex loss function corresponding to the desired complex performance measure. To optimize the loss function, we approximate the upper bound of the complex loss. We also propose impose the sparsity to the model parameter to obtain a sparse model. An objective is constructed by combining the upper bound of the loss function and the sparsity of the model parameter, and we develop an iterative algorithm to minimize it by using the fast iterative shrinkage- thresholding algorithm framework. The experiments on optimization on three different complex performance measures, including F-score, receiver operating characteristic curve, and recall precision curve break even point, over three real-world applications, aircraft event recognition of civil aviation safety, in- trusion detection in wireless mesh networks, and image classification, show the advantages of the proposed method over state-of-the-art methods.",['cs.LG'],2015,traditional machine learning methods usually minimize simple loss function learn predictive model use complex performance measure measure prediction performance however minimizing simple loss function guarantee optimal performance paper study problem optimizing complex performance measure directly obtain predictive model proposed construct maximum likelihood model problem learn model parameter minimize com plex loss function corresponding desired complex performance measure optimize loss function approximate upper bound complex loss also propose impose sparsity model parameter obtain sparse model objective constructed combining upper bound loss function sparsity model parameter develop iterative algorithm minimize using fast iterative shrinkage thresholding algorithm framework experiments optimization three different complex performance measures including f score receiver operating characteristic curve recall precision curve break even point three real world applications aircraft event recognition civil aviation safety trusion detection wireless mesh networks image classification show advantages proposed method state art methods,210,1434,growth (2015–2017)
1511.05789,Metric learning approach for graph-based label propagation,The efficiency of graph-based semi-supervised algorithms depends on the graph of instances on which they are applied. The instances are often in a vectorial form before a graph linking them is built. The construction of the graph relies on a metric over the vectorial space that help define the weight of the connection between entities. The classic choice for this metric is usually a distance measure or a similarity measure based on the euclidean norm. We claim that in some cases the euclidean norm on the initial vectorial space might not be the more appropriate to solve the task efficiently. We propose an algorithm that aims at learning the most appropriate vectorial representation for building a graph on which the task at hand is solved efficiently.,['cs.LG'],2015,efficiency graph based semi supervised algorithms depends graph instances applied instances often vectorial form graph linking built construction graph relies metric vectorial space help define weight connection entities classic choice metric usually distance measure similarity measure based euclidean norm claim cases euclidean norm initial vectorial space might appropriate solve task efficiently propose algorithm aims learning appropriate vectorial representation building graph task hand solved efficiently,126,760,growth (2015–2017)
1511.05933,Seeding K-Means using Method of Moments,"K-means is one of the most widely used algorithms for clustering in Data Mining applications, which attempts to minimize the sum of the square of the Euclidean distance of the points in the clusters from the respective means of the clusters. However, K-means suffers from local minima problem and is not guaranteed to converge to the optimal cost. K-means++ tries to address the problem by seeding the means using a distance-based sampling scheme. However, seeding the means in K-means++ needs $O\left(K\right)$ sequential passes through the entire dataset, and this can be very costly for large datasets. Here we propose a method of seeding the initial means based on factorizations of higher order moments for bounded data. Our method takes $O\left(1\right)$ passes through the entire dataset to extract the initial set of means, and its final cost can be proven to be within $O(\sqrt{K})$ of the optimal cost. We demonstrate the performance of our algorithm in comparison with the existing algorithms on various benchmark datasets.",['cs.LG'],2015,k means one widely used algorithms clustering data mining applications attempts minimize sum square euclidean distance points clusters respective means clusters however k means suffers local minima problem guaranteed converge optimal cost k means tries address problem seeding means using distance based sampling scheme however seeding means k means needs oleftkright sequential passes entire dataset costly large datasets propose method seeding initial means based factorizations higher order moments bounded data method takes oleft1right passes entire dataset extract initial set means final cost proven within osqrtk optimal cost demonstrate performance algorithm comparison existing algorithms various benchmark datasets,164,1034,growth (2015–2017)
1511.05942,Doctor AI: Predicting Clinical Events via Recurrent Neural Networks,"Leveraging large historical data in electronic health record (EHR), we developed Doctor AI, a generic predictive model that covers observed medical conditions and medication uses. Doctor AI is a temporal model using recurrent neural networks (RNN) and was developed and applied to longitudinal time stamped EHR data from 260K patients over 8 years. Encounter records (e.g. diagnosis codes, medication codes or procedure codes) were input to RNN to predict (all) the diagnosis and medication categories for a subsequent visit. Doctor AI assesses the history of patients to make multilabel predictions (one label for each diagnosis or medication category). Based on separate blind test set evaluation, Doctor AI can perform differential diagnosis with up to 79% recall@30, significantly higher than several baselines. Moreover, we demonstrate great generalizability of Doctor AI by adapting the resulting models from one institution to another without losing substantial accuracy.",['cs.LG'],2015,leveraging large historical data electronic health record ehr developed doctor ai generic predictive model covers observed medical conditions medication uses doctor ai temporal model using recurrent neural networks rnn developed applied longitudinal time stamped ehr data 260k patients 8 years encounter records eg diagnosis codes medication codes procedure codes input rnn predict diagnosis medication categories subsequent visit doctor ai assesses history patients make multilabel predictions one label diagnosis medication category based separate blind test set evaluation doctor ai perform differential diagnosis 79 recall30 significantly higher several baselines moreover demonstrate great generalizability doctor ai adapting resulting models one institution another without losing substantial accuracy,143,978,growth (2015–2017)
1511.05950,Staleness-aware Async-SGD for Distributed Deep Learning,"Deep neural networks have been shown to achieve state-of-the-art performance in several machine learning tasks. Stochastic Gradient Descent (SGD) is the preferred optimization algorithm for training these networks and asynchronous SGD (ASGD) has been widely adopted for accelerating the training of large-scale deep networks in a distributed computing environment. However, in practice it is quite challenging to tune the training hyperparameters (such as learning rate) when using ASGD so as achieve convergence and linear speedup, since the stability of the optimization algorithm is strongly influenced by the asynchronous nature of parameter updates. In this paper, we propose a variant of the ASGD algorithm in which the learning rate is modulated according to the gradient staleness and provide theoretical guarantees for convergence of this algorithm. Experimental verification is performed on commonly-used image classification benchmarks: CIFAR10 and Imagenet to demonstrate the superior effectiveness of the proposed approach, compared to SSGD (Synchronous SGD) and the conventional ASGD algorithm.",['cs.LG'],2015,deep neural networks shown achieve state art performance several machine learning tasks stochastic gradient descent sgd preferred optimization algorithm training networks asynchronous sgd asgd widely adopted accelerating training large scale deep networks distributed computing environment however practice quite challenging tune training hyperparameters learning rate using asgd achieve convergence linear speedup since stability optimization algorithm strongly influenced asynchronous nature parameter updates paper propose variant asgd algorithm learning rate modulated according gradient staleness provide theoretical guarantees convergence algorithm experimental verification performed commonly used image classification benchmarks cifar10 imagenet demonstrate superior effectiveness proposed approach compared ssgd synchronous sgd conventional asgd algorithm,155,1108,growth (2015–2017)
1511.05952,Prioritized Experience Replay,"Experience replay lets online reinforcement learning agents remember and reuse experiences from the past. In prior work, experience transitions were uniformly sampled from a replay memory. However, this approach simply replays transitions at the same frequency that they were originally experienced, regardless of their significance. In this paper we develop a framework for prioritizing experience, so as to replay important transitions more frequently, and therefore learn more efficiently. We use prioritized experience replay in Deep Q-Networks (DQN), a reinforcement learning algorithm that achieved human-level performance across many Atari games. DQN with prioritized experience replay achieves a new state-of-the-art, outperforming DQN with uniform replay on 41 out of 49 games.",['cs.LG'],2015,experience replay lets online reinforcement learning agents remember reuse experiences past prior work experience transitions uniformly sampled replay memory however approach simply replays transitions frequency originally experienced regardless significance paper develop framework prioritizing experience replay important transitions frequently therefore learn efficiently use prioritized experience replay deep q networks dqn reinforcement learning algorithm achieved human level performance across many atari games dqn prioritized experience replay achieves new state art outperforming dqn uniform replay 41 49 games,109,786,growth (2015–2017)
1511.06267,"Asymmetrically Weighted CCA And Hierarchical Kernel Sentence Embedding
  For Image & Text Retrieval","Joint modeling of language and vision has been drawing increasing interest. A multimodal data representation allowing for bidirectional retrieval of images by sentences and vice versa is a key aspect. In this paper we present three contributions in canonical correlation analysis (CCA) based multimodal retrieval. Firstly, we show that an asymmetric weighting of the canonical weights, while achieving a cross view mapping from the search to the query space, improves the retrieval performance. Secondly, we devise a computationally efficient model selection, crucial to generalization and stability, in the framework of the Bj\""ork Golub algorithm for regularized CCA via spectral filtering. Finally, we introduce a Hierarchical Kernel Sentence Embedding (HKSE) that approximates Kernel CCA for a special similarity kernel between distribution of words embedded in a vector space. State of the art results are obtained on MSCOCO and Flickr benchmarks when these three techniques are used in conjunction.",['cs.LG'],2015,joint modeling language vision drawing increasing interest multimodal data representation allowing bidirectional retrieval images sentences vice versa key aspect paper present three contributions canonical correlation analysis cca based multimodal retrieval firstly show asymmetric weighting canonical weights achieving cross view mapping search query space improves retrieval performance secondly devise computationally efficient model selection crucial generalization stability framework bjork golub algorithm regularized cca via spectral filtering finally introduce hierarchical kernel sentence embedding hkse approximates kernel cca special similarity kernel distribution words embedded vector space state art results obtained mscoco flickr benchmarks three techniques used conjunction,147,1004,growth (2015–2017)
1511.06295,Policy Distillation,"Policies for complex visual tasks have been successfully learned with deep reinforcement learning, using an approach called deep Q-networks (DQN), but relatively large (task-specific) networks and extensive training are needed to achieve good performance. In this work, we present a novel method called policy distillation that can be used to extract the policy of a reinforcement learning agent and train a new network that performs at the expert level while being dramatically smaller and more efficient. Furthermore, the same method can be used to consolidate multiple task-specific policies into a single policy. We demonstrate these claims using the Atari domain and show that the multi-task distilled agent outperforms the single-task teachers as well as a jointly-trained DQN agent.",['cs.LG'],2015,policies complex visual tasks successfully learned deep reinforcement learning using approach called deep q networks dqn relatively large task specific networks extensive training needed achieve good performance work present novel method called policy distillation used extract policy reinforcement learning agent train new network performs expert level dramatically smaller efficient furthermore method used consolidate multiple task specific policies single policy demonstrate claims using atari domain show multi task distilled agent outperforms single task teachers well jointly trained dqn agent,118,789,growth (2015–2017)
1511.06297,Conditional Computation in Neural Networks for faster models,"Deep learning has become the state-of-art tool in many applications, but the evaluation and training of deep models can be time-consuming and computationally expensive. The conditional computation approach has been proposed to tackle this problem (Bengio et al., 2013; Davis & Arel, 2013). It operates by selectively activating only parts of the network at a time. In this paper, we use reinforcement learning as a tool to optimize conditional computation policies. More specifically, we cast the problem of learning activation-dependent policies for dropping out blocks of units as a reinforcement learning problem. We propose a learning scheme motivated by computation speed, capturing the idea of wanting to have parsimonious activations while maintaining prediction accuracy. We apply a policy gradient algorithm for learning policies that optimize this loss function and propose a regularization mechanism that encourages diversification of the dropout policy. We present encouraging empirical results showing that this approach improves the speed of computation without impacting the quality of the approximation.",['cs.LG'],2015,deep learning become state art tool many applications evaluation training deep models time consuming computationally expensive conditional computation approach proposed tackle problem bengio et al 2013 davis arel 2013 operates selectively activating parts network time paper use reinforcement learning tool optimize conditional computation policies specifically cast problem learning activation dependent policies dropping blocks units reinforcement learning problem propose learning scheme motivated computation speed capturing idea wanting parsimonious activations maintaining prediction accuracy apply policy gradient algorithm learning policies optimize loss function propose regularization mechanism encourages diversification dropout policy present encouraging empirical results showing approach improves speed computation without impacting quality approximation,161,1119,growth (2015–2017)
1511.06328,Manifold Regularized Discriminative Neural Networks,"Unregularized deep neural networks (DNNs) can be easily overfit with a limited sample size. We argue that this is mostly due to the disriminative nature of DNNs which directly model the conditional probability (or score) of labels given the input. The ignorance of input distribution makes DNNs difficult to generalize to unseen data. Recent advances in regularization techniques, such as pretraining and dropout, indicate that modeling input data distribution (either explicitly or implicitly) greatly improves the generalization ability of a DNN. In this work, we explore the manifold hypothesis which assumes that instances within the same class lie in a smooth manifold. We accordingly propose two simple regularizers to a standard discriminative DNN. The first one, named Label-Aware Manifold Regularization, assumes the availability of labels and penalizes large norms of the loss function w.r.t. data points. The second one, named Label-Independent Manifold Regularization, does not use label information and instead penalizes the Frobenius norm of the Jacobian matrix of prediction scores w.r.t. data points, which makes semi-supervised learning possible. We perform extensive control experiments on fully supervised and semi-supervised tasks using the MNIST, CIFAR10 and SVHN datasets and achieve excellent results.",['cs.LG'],2015,unregularized deep neural networks dnns easily overfit limited sample size argue mostly due disriminative nature dnns directly model conditional probability score labels given input ignorance input distribution makes dnns difficult generalize unseen data recent advances regularization techniques pretraining dropout indicate modeling input data distribution either explicitly implicitly greatly improves generalization ability dnn work explore manifold hypothesis assumes instances within class lie smooth manifold accordingly propose two simple regularizers standard discriminative dnn first one named label aware manifold regularization assumes availability labels penalizes large norms loss function wrt data points second one named label independent manifold regularization use label information instead penalizes frobenius norm jacobian matrix prediction scores wrt data points makes semi supervised learning possible perform extensive control experiments fully supervised semi supervised tasks using mnist cifar10 svhn datasets achieve excellent results,191,1324,growth (2015–2017)
1511.06333,"Efficient Sum of Outer Products Dictionary Learning (SOUP-DIL) and Its
  Application to Inverse Problems","The sparsity of signals in a transform domain or dictionary has been exploited in applications such as compression, denoising and inverse problems. More recently, data-driven adaptation of synthesis dictionaries has shown promise compared to analytical dictionary models. However, dictionary learning problems are typically non-convex and NP-hard, and the usual alternating minimization approaches for these problems are often computationally expensive, with the computations dominated by the NP-hard synthesis sparse coding step. This paper exploits the ideas that drive algorithms such as K-SVD, and investigates in detail efficient methods for aggregate sparsity penalized dictionary learning by first approximating the data with a sum of sparse rank-one matrices (outer products) and then using a block coordinate descent approach to estimate the unknowns. The resulting block coordinate descent algorithms involve efficient closed-form solutions. Furthermore, we consider the problem of dictionary-blind image reconstruction, and propose novel and efficient algorithms for adaptive image reconstruction using block coordinate descent and sum of outer products methodologies. We provide a convergence study of the algorithms for dictionary learning and dictionary-blind image reconstruction. Our numerical experiments show the promising performance and speed-ups provided by the proposed methods over previous schemes in sparse data representation and compressed sensing-based image reconstruction.",['cs.LG'],2015,sparsity signals transform domain dictionary exploited applications compression denoising inverse problems recently data driven adaptation synthesis dictionaries shown promise compared analytical dictionary models however dictionary learning problems typically non convex np hard usual alternating minimization approaches problems often computationally expensive computations dominated np hard synthesis sparse coding step paper exploits ideas drive algorithms k svd investigates detail efficient methods aggregate sparsity penalized dictionary learning first approximating data sum sparse rank one matrices outer products using block coordinate descent approach estimate unknowns resulting block coordinate descent algorithms involve efficient closed form solutions furthermore consider problem dictionary blind image reconstruction propose novel efficient algorithms adaptive image reconstruction using block coordinate descent sum outer products methodologies provide convergence study algorithms dictionary learning dictionary blind image reconstruction numerical experiments show promising performance speed ups provided proposed methods previous schemes sparse data representation compressed sensing based image reconstruction,199,1502,growth (2015–2017)
1511.06342,Actor-Mimic: Deep Multitask and Transfer Reinforcement Learning,"The ability to act in multiple environments and transfer previous knowledge to new situations can be considered a critical aspect of any intelligent agent. Towards this goal, we define a novel method of multitask and transfer learning that enables an autonomous agent to learn how to behave in multiple tasks simultaneously, and then generalize its knowledge to new domains. This method, termed ""Actor-Mimic"", exploits the use of deep reinforcement learning and model compression techniques to train a single policy network that learns how to act in a set of distinct tasks by using the guidance of several expert teachers. We then show that the representations learnt by the deep policy network are capable of generalizing to new tasks with no prior expert guidance, speeding up learning in novel environments. Although our method can in general be applied to a wide range of problems, we use Atari games as a testing environment to demonstrate these methods.",['cs.LG'],2015,ability act multiple environments transfer previous knowledge new situations considered critical aspect intelligent agent towards goal define novel method multitask transfer learning enables autonomous agent learn behave multiple tasks simultaneously generalize knowledge new domains method termed actor mimic exploits use deep reinforcement learning model compression techniques train single policy network learns act set distinct tasks using guidance several expert teachers show representations learnt deep policy network capable generalizing new tasks prior expert guidance speeding learning novel environments although method general applied wide range problems use atari games testing environment demonstrate methods,155,960,growth (2015–2017)
1511.06393,Fixed Point Quantization of Deep Convolutional Networks,"In recent years increasingly complex architectures for deep convolution networks (DCNs) have been proposed to boost the performance on image recognition tasks. However, the gains in performance have come at a cost of substantial increase in computation and model storage resources. Fixed point implementation of DCNs has the potential to alleviate some of these complexities and facilitate potential deployment on embedded hardware. In this paper, we propose a quantizer design for fixed point implementation of DCNs. We formulate and solve an optimization problem to identify optimal fixed point bit-width allocation across DCN layers. Our experiments show that in comparison to equal bit-width settings, the fixed point DCNs with optimized bit width allocation offer >20% reduction in the model size without any loss in accuracy on CIFAR-10 benchmark. We also demonstrate that fine-tuning can further enhance the accuracy of fixed point DCNs beyond that of the original floating point model. In doing so, we report a new state-of-the-art fixed point performance of 6.78% error-rate on CIFAR-10 benchmark.",['cs.LG'],2015,recent years increasingly complex architectures deep convolution networks dcns proposed boost performance image recognition tasks however gains performance come cost substantial increase computation model storage resources fixed point implementation dcns potential alleviate complexities facilitate potential deployment embedded hardware paper propose quantizer design fixed point implementation dcns formulate solve optimization problem identify optimal fixed point bit width allocation across dcn layers experiments show comparison equal bit width settings fixed point dcns optimized bit width allocation offer 20 reduction model size without loss accuracy cifar 10 benchmark also demonstrate fine tuning enhance accuracy fixed point dcns beyond original floating point model report new state art fixed point performance 678 error rate cifar 10 benchmark,166,1106,growth (2015–2017)
1511.06406,Denoising Criterion for Variational Auto-Encoding Framework,"Denoising autoencoders (DAE) are trained to reconstruct their clean inputs with noise injected at the input level, while variational autoencoders (VAE) are trained with noise injected in their stochastic hidden layer, with a regularizer that encourages this noise injection. In this paper, we show that injecting noise both in input and in the stochastic hidden layer can be advantageous and we propose a modified variational lower bound as an improved objective function in this setup. When input is corrupted, then the standard VAE lower bound involves marginalizing the encoder conditional distribution over the input noise, which makes the training criterion intractable. Instead, we propose a modified training criterion which corresponds to a tractable bound when input is corrupted. Experimentally, we find that the proposed denoising variational autoencoder (DVAE) yields better average log-likelihood than the VAE and the importance weighted autoencoder on the MNIST and Frey Face datasets.",['cs.LG'],2015,denoising autoencoders dae trained reconstruct clean inputs noise injected input level variational autoencoders vae trained noise injected stochastic hidden layer regularizer encourages noise injection paper show injecting noise input stochastic hidden layer advantageous propose modified variational lower bound improved objective function setup input corrupted standard vae lower bound involves marginalizing encoder conditional distribution input noise makes training criterion intractable instead propose modified training criterion corresponds tractable bound input corrupted experimentally find proposed denoising variational autoencoder dvae yields better average log likelihood vae importance weighted autoencoder mnist frey face datasets,147,999,growth (2015–2017)
