id,title,abstract,categories,year,cleaned_abstract,word_count,char_count,period
1501.00037,Discriminative Clustering with Relative Constraints,"We study the problem of clustering with relative constraints, where each constraint specifies relative similarities among instances. In particular, each constraint $(x_i, x_j, x_k)$ is acquired by posing a query: is instance $x_i$ more similar to $x_j$ than to $x_k$? We consider the scenario where answers to such queries are based on an underlying (but unknown) class concept, which we aim to discover via clustering. Different from most existing methods that only consider constraints derived from yes and no answers, we also incorporate don't know responses. We introduce a Discriminative Clustering method with Relative Constraints (DCRC) which assumes a natural probabilistic relationship between instances, their underlying cluster memberships, and the observed constraints. The objective is to maximize the model likelihood given the constraints, and in the meantime enforce cluster separation and cluster balance by also making use of the unlabeled instances. We evaluated the proposed method using constraints generated from ground-truth class labels, and from (noisy) human judgments from a user study. Experimental results demonstrate: 1) the usefulness of relative constraints, in particular when don't know answers are considered; 2) the improved performance of the proposed method over state-of-the-art methods that utilize either relative or pairwise constraints; and 3) the robustness of our method in the presence of noisy constraints, such as those provided by human judgement.",['cs.LG'],2015,study problem clustering relative constraints constraint specifies relative similarities among instances particular constraint x_i x_j x_k acquired posing query instance x_i similar x_j x_k consider scenario answers queries based underlying unknown class concept aim discover via clustering different existing methods consider constraints derived yes answers also incorporate dont know responses introduce discriminative clustering method relative constraints dcrc assumes natural probabilistic relationship instances underlying cluster memberships observed constraints objective maximize model likelihood given constraints meantime enforce cluster separation cluster balance also making use unlabeled instances evaluated proposed method using constraints generated ground truth class labels noisy human judgments user study experimental results demonstrate 1 usefulness relative constraints particular dont know answers considered 2 improved performance proposed method state art methods utilize either relative pairwise constraints 3 robustness method presence noisy constraints provided human judgement,217,1496,growth (2015–2017)
1501.00358,Comprehend DeepWalk as Matrix Factorization,"Word2vec, as an efficient tool for learning vector representation of words has shown its effectiveness in many natural language processing tasks. Mikolov et al. issued Skip-Gram and Negative Sampling model for developing this toolbox. Perozzi et al. introduced the Skip-Gram model into the study of social network for the first time, and designed an algorithm named DeepWalk for learning node embedding on a graph. We prove that the DeepWalk algorithm is actually factoring a matrix M where each entry M_{ij} is logarithm of the average probability that node i randomly walks to node j in fix steps.",['cs.LG'],2015,word2vec efficient tool learning vector representation words shown effectiveness many natural language processing tasks mikolov et al issued skip gram negative sampling model developing toolbox perozzi et al introduced skip gram model study social network first time designed algorithm named deepwalk learning node embedding graph prove deepwalk algorithm actually factoring matrix entry m_ij logarithm average probability node randomly walks node j fix steps,97,599,growth (2015–2017)
1501.00687,"On Enhancing The Performance Of Nearest Neighbour Classifiers Using
  Hassanat Distance Metric","We showed in this work how the Hassanat distance metric enhances the performance of the nearest neighbour classifiers. The results demonstrate the superiority of this distance metric over the traditional and most-used distances, such as Manhattan distance and Euclidian distance. Moreover, we proved that the Hassanat distance metric is invariant to data scale, noise and outliers. Throughout this work, it is clearly notable that both ENN and IINC performed very well with the distance investigated, as their accuracy increased significantly by 3.3% and 3.1% respectively, with no significant advantage of the ENN over the IINC in terms of accuracy. Correspondingly, it can be noted from our results that there is no optimal algorithm that can solve all real-life problems perfectly; this is supported by the no-free-lunch theorem",['cs.LG'],2015,showed work hassanat distance metric enhances performance nearest neighbour classifiers results demonstrate superiority distance metric traditional used distances manhattan distance euclidian distance moreover proved hassanat distance metric invariant data scale noise outliers throughout work clearly notable enn iinc performed well distance investigated accuracy increased significantly 33 31 respectively significant advantage enn iinc terms accuracy correspondingly noted results optimal algorithm solve real life problems perfectly supported free lunch theorem,127,831,growth (2015–2017)
1501.00728,"Differential Search Algorithm-based Parametric Optimization of Fuzzy
  Generalized Eigenvalue Proximal Support Vector Machine","Support Vector Machine (SVM) is an effective model for many classification problems. However, SVM needs the solution of a quadratic program which require specialized code. In addition, SVM has many parameters, which affects the performance of SVM classifier. Recently, the Generalized Eigenvalue Proximal SVM (GEPSVM) has been presented to solve the SVM complexity. In real world applications data may affected by error or noise, working with this data is a challenging problem. In this paper, an approach has been proposed to overcome this problem. This method is called DSA-GEPSVM. The main improvements are carried out based on the following: 1) a novel fuzzy values in the linear case. 2) A new Kernel function in the nonlinear case. 3) Differential Search Algorithm (DSA) is reformulated to find near optimal values of the GEPSVM parameters and its kernel parameters. The experimental results show that the proposed approach is able to find the suitable parameter values, and has higher classification accuracy compared with some other algorithms.",['cs.LG'],2015,support vector machine svm effective model many classification problems however svm needs solution quadratic program require specialized code addition svm many parameters affects performance svm classifier recently generalized eigenvalue proximal svm gepsvm presented solve svm complexity real world applications data may affected error noise working data challenging problem paper approach proposed overcome problem method called dsa gepsvm main improvements carried based following 1 novel fuzzy values linear case 2 new kernel function nonlinear case 3 differential search algorithm dsa reformulated find near optimal values gepsvm parameters kernel parameters experimental results show proposed approach able find suitable parameter values higher classification accuracy compared algorithms,163,1052,growth (2015–2017)
1501.01242,Efficient Online Relative Comparison Kernel Learning,"Learning a kernel matrix from relative comparison human feedback is an important problem with applications in collaborative filtering, object retrieval, and search. For learning a kernel over a large number of objects, existing methods face significant scalability issues inhibiting the application of these methods to settings where a kernel is learned in an online and timely fashion. In this paper we propose a novel framework called Efficient online Relative comparison Kernel LEarning (ERKLE), for efficiently learning the similarity of a large set of objects in an online manner. We learn a kernel from relative comparisons via stochastic gradient descent, one query response at a time, by taking advantage of the sparse and low-rank properties of the gradient to efficiently restrict the kernel to lie in the space of positive semidefinite matrices. In addition, we derive a passive-aggressive online update for minimally satisfying new relative comparisons as to not disrupt the influence of previously obtained comparisons. Experimentally, we demonstrate a considerable improvement in speed while obtaining improved or comparable accuracy compared to current methods in the online learning setting.",['cs.LG'],2015,learning kernel matrix relative comparison human feedback important problem applications collaborative filtering object retrieval search learning kernel large number objects existing methods face significant scalability issues inhibiting application methods settings kernel learned online timely fashion paper propose novel framework called efficient online relative comparison kernel learning erkle efficiently learning similarity large set objects online manner learn kernel relative comparisons via stochastic gradient descent one query response time taking advantage sparse low rank properties gradient efficiently restrict kernel lie space positive semidefinite matrices addition derive passive aggressive online update minimally satisfying new relative comparisons disrupt influence previously obtained comparisons experimentally demonstrate considerable improvement speed obtaining improved comparable accuracy compared current methods online learning setting,178,1207,growth (2015–2017)
1501.01348,"Deep Autoencoders for Dimensionality Reduction of High-Content Screening
  Data","High-content screening uses large collections of unlabeled cell image data to reason about genetics or cell biology. Two important tasks are to identify those cells which bear interesting phenotypes, and to identify sub-populations enriched for these phenotypes. This exploratory data analysis usually involves dimensionality reduction followed by clustering, in the hope that clusters represent a phenotype. We propose the use of stacked de-noising auto-encoders to perform dimensionality reduction for high-content screening. We demonstrate the superior performance of our approach over PCA, Local Linear Embedding, Kernel PCA and Isomap.",['cs.LG'],2015,high content screening uses large collections unlabeled cell image data reason genetics cell biology two important tasks identify cells bear interesting phenotypes identify sub populations enriched phenotypes exploratory data analysis usually involves dimensionality reduction followed clustering hope clusters represent phenotype propose use stacked de noising auto encoders perform dimensionality reduction high content screening demonstrate superior performance approach pca local linear embedding kernel pca isomap,88,640,growth (2015–2017)
1501.02411,"A Gaussian Particle Filter Approach for Sensors to Track Multiple Moving
  Targets","In a variety of problems, the number and state of multiple moving targets are unknown and are subject to be inferred from their measurements obtained by a sensor with limited sensing ability. This type of problems is raised in a variety of applications, including monitoring of endangered species, cleaning, and surveillance. Particle filters are widely used to estimate target state from its prior information and its measurements that recently become available, especially for the cases when the measurement model and the prior distribution of state of interest are non-Gaussian. However, the problem of estimating number of total targets and their state becomes intractable when the number of total targets and the measurement-target association are unknown. This paper presents a novel Gaussian particle filter technique that combines Kalman filter and particle filter for estimating the number and state of total targets based on the measurement obtained online. The estimation is represented by a set of weighted particles, different from classical particle filter, where each particle is a Gaussian distribution instead of a point mass.",['cs.LG'],2015,variety problems number state multiple moving targets unknown subject inferred measurements obtained sensor limited sensing ability type problems raised variety applications including monitoring endangered species cleaning surveillance particle filters widely used estimate target state prior information measurements recently become available especially cases measurement model prior distribution state interest non gaussian however problem estimating number total targets state becomes intractable number total targets measurement target association unknown paper presents novel gaussian particle filter technique combines kalman filter particle filter estimating number state total targets based measurement obtained online estimation represented set weighted particles different classical particle filter particle gaussian distribution instead point mass,173,1143,growth (2015–2017)
1501.02432,"Learning a Fuzzy Hyperplane Fat Margin Classifier with Minimum VC
  dimension","The Vapnik-Chervonenkis (VC) dimension measures the complexity of a learning machine, and a low VC dimension leads to good generalization. The recently proposed Minimal Complexity Machine (MCM) learns a hyperplane classifier by minimizing an exact bound on the VC dimension. This paper extends the MCM classifier to the fuzzy domain. The use of a fuzzy membership is known to reduce the effect of outliers, and to reduce the effect of noise on learning. Experimental results show, that on a number of benchmark datasets, the the fuzzy MCM classifier outperforms SVMs and the conventional MCM in terms of generalization, and that the fuzzy MCM uses fewer support vectors. On several benchmark datasets, the fuzzy MCM classifier yields excellent test set accuracies while using one-tenth the number of support vectors used by SVMs.",['cs.LG'],2015,vapnik chervonenkis vc dimension measures complexity learning machine low vc dimension leads good generalization recently proposed minimal complexity machine mcm learns hyperplane classifier minimizing exact bound vc dimension paper extends mcm classifier fuzzy domain use fuzzy membership known reduce effect outliers reduce effect noise learning experimental results show number benchmark datasets fuzzy mcm classifier outperforms svms conventional mcm terms generalization fuzzy mcm uses fewer support vectors several benchmark datasets fuzzy mcm classifier yields excellent test set accuracies using one tenth number support vectors used svms,131,829,growth (2015–2017)
1501.02702,Max-Cost Discrete Function Evaluation Problem under a Budget,"We propose novel methods for max-cost Discrete Function Evaluation Problem (DFEP) under budget constraints. We are motivated by applications such as clinical diagnosis where a patient is subjected to a sequence of (possibly expensive) tests before a decision is made. Our goal is to develop strategies for minimizing max-costs. The problem is known to be NP hard and greedy methods based on specialized impurity functions have been proposed. We develop a broad class of \emph{admissible} impurity functions that admit monomials, classes of polynomials, and hinge-loss functions that allow for flexible impurity design with provably optimal approximation bounds. This flexibility is important for datasets when max-cost can be overly sensitive to ""outliers."" Outliers bias max-cost to a few examples that require a large number of tests for classification. We design admissible functions that allow for accuracy-cost trade-off and result in $O(\log n)$ guarantees of the optimal cost among trees with corresponding classification accuracy levels.",['cs.LG'],2015,propose novel methods max cost discrete function evaluation problem dfep budget constraints motivated applications clinical diagnosis patient subjected sequence possibly expensive tests decision made goal develop strategies minimizing max costs problem known np hard greedy methods based specialized impurity functions proposed develop broad class emphadmissible impurity functions admit monomials classes polynomials hinge loss functions allow flexible impurity design provably optimal approximation bounds flexibility important datasets max cost overly sensitive outliers outliers bias max cost examples require large number tests classification design admissible functions allow accuracy cost trade result olog n guarantees optimal cost among trees corresponding classification accuracy levels,153,1045,growth (2015–2017)
1501.03084,Deep Learning with Nonparametric Clustering,"Clustering is an essential problem in machine learning and data mining. One vital factor that impacts clustering performance is how to learn or design the data representation (or features). Fortunately, recent advances in deep learning can learn unsupervised features effectively, and have yielded state of the art performance in many classification problems, such as character recognition, object recognition and document categorization. However, little attention has been paid to the potential of deep learning for unsupervised clustering problems. In this paper, we propose a deep belief network with nonparametric clustering. As an unsupervised method, our model first leverages the advantages of deep learning for feature representation and dimension reduction. Then, it performs nonparametric clustering under a maximum margin framework -- a discriminative clustering model and can be trained online efficiently in the code space. Lastly model parameters are refined in the deep belief network. Thus, this model can learn features for clustering and infer model complexity in an unified framework. The experimental results show the advantage of our approach over competitive baselines.",['cs.LG'],2015,clustering essential problem machine learning data mining one vital factor impacts clustering performance learn design data representation features fortunately recent advances deep learning learn unsupervised features effectively yielded state art performance many classification problems character recognition object recognition document categorization however little attention paid potential deep learning unsupervised clustering problems paper propose deep belief network nonparametric clustering unsupervised method model first leverages advantages deep learning feature representation dimension reduction performs nonparametric clustering maximum margin framework discriminative clustering model trained online efficiently code space lastly model parameters refined deep belief network thus model learn features clustering infer model complexity unified framework experimental results show advantage approach competitive baselines,171,1191,growth (2015–2017)
1501.03273,Classification with Low Rank and Missing Data,"We consider classification and regression tasks where we have missing data and assume that the (clean) data resides in a low rank subspace. Finding a hidden subspace is known to be computationally hard. Nevertheless, using a non-proper formulation we give an efficient agnostic algorithm that classifies as good as the best linear classifier coupled with the best low-dimensional subspace in which the data resides. A direct implication is that our algorithm can linearly (and non-linearly through kernels) classify provably as well as the best classifier that has access to the full data.",['cs.LG'],2015,consider classification regression tasks missing data assume clean data resides low rank subspace finding hidden subspace known computationally hard nevertheless using non proper formulation give efficient agnostic algorithm classifies good best linear classifier coupled best low dimensional subspace data resides direct implication algorithm linearly non linearly kernels classify provably well best classifier access full data,92,589,growth (2015–2017)
1501.03669,A Proximal Approach for Sparse Multiclass SVM,"Sparsity-inducing penalties are useful tools to design multiclass support vector machines (SVMs). In this paper, we propose a convex optimization approach for efficiently and exactly solving the multiclass SVM learning problem involving a sparse regularization and the multiclass hinge loss formulated by Crammer and Singer. We provide two algorithms: the first one dealing with the hinge loss as a penalty term, and the other one addressing the case when the hinge loss is enforced through a constraint. The related convex optimization problems can be efficiently solved thanks to the flexibility offered by recent primal-dual proximal algorithms and epigraphical splitting techniques. Experiments carried out on several datasets demonstrate the interest of considering the exact expression of the hinge loss rather than a smooth approximation. The efficiency of the proposed algorithms w.r.t. several state-of-the-art methods is also assessed through comparisons of execution times.",['cs.LG'],2015,sparsity inducing penalties useful tools design multiclass support vector machines svms paper propose convex optimization approach efficiently exactly solving multiclass svm learning problem involving sparse regularization multiclass hinge loss formulated crammer singer provide two algorithms first one dealing hinge loss penalty term one addressing case hinge loss enforced constraint related convex optimization problems efficiently solved thanks flexibility offered recent primal dual proximal algorithms epigraphical splitting techniques experiments carried several datasets demonstrate interest considering exact expression hinge loss rather smooth approximation efficiency proposed algorithms wrt several state art methods also assessed comparisons execution times,141,984,growth (2015–2017)
1501.03786,Multi-view learning for multivariate performance measures optimization,"In this paper, we propose the problem of optimizing multivariate performance measures from multi-view data, and an effective method to solve it. This problem has two features: the data points are presented by multiple views, and the target of learning is to optimize complex multivariate performance measures. We propose to learn a linear discriminant functions for each view, and combine them to construct a overall multivariate mapping function for mult-view data. To learn the parameters of the linear dis- criminant functions of different views to optimize multivariate performance measures, we formulate a optimization problem. In this problem, we propose to minimize the complexity of the linear discriminant functions of each view, encourage the consistences of the responses of different views over the same data points, and minimize the upper boundary of a given multivariate performance measure. To optimize this problem, we employ the cutting-plane method in an iterative algorithm. In each iteration, we update a set of constrains, and optimize the mapping function parameter of each view one by one.",['cs.LG'],2015,paper propose problem optimizing multivariate performance measures multi view data effective method solve problem two features data points presented multiple views target learning optimize complex multivariate performance measures propose learn linear discriminant functions view combine construct overall multivariate mapping function mult view data learn parameters linear dis criminant functions different views optimize multivariate performance measures formulate optimization problem problem propose minimize complexity linear discriminant functions view encourage consistences responses different views data points minimize upper boundary given multivariate performance measure optimize problem employ cutting plane method iterative algorithm iteration update set constrains optimize mapping function parameter view one one,170,1112,growth (2015–2017)
1501.04244,Generalised Random Forest Space Overview,"Assuming a view of the Random Forest as a special case of a nested ensemble of interchangeable modules, we construct a generalisation space allowing one to easily develop novel methods based on this algorithm. We discuss the role and required properties of modules at each level, especially in context of some already proposed RF generalisations.",['cs.LG'],2015,assuming view random forest special case nested ensemble interchangeable modules construct generalisation space allowing one easily develop novel methods based algorithm discuss role required properties modules level especially context already proposed rf generalisations,55,346,growth (2015–2017)
1501.04267,"Comment on ""Clustering by fast search and find of density peaks""","In [1], a clustering algorithm was given to find the centers of clusters quickly. However, the accuracy of this algorithm heavily depend on the threshold value of d-c. Furthermore, [1] has not provided any efficient way to select the threshold value of d-c, that is, one can have to estimate the value of d_c depend on one's subjective experience. In this paper, based on the data field [2], we propose a new way to automatically extract the threshold value of d_c from the original data set by using the potential entropy of data field. For any data set to be clustered, the most reasonable value of d_c can be objectively calculated from the data set by using our proposed method. The same experiments in [1] are redone with our proposed method on the same experimental data set used in [1], the results of which shows that the problem to calculate the threshold value of d_c in [1] has been solved by using our method.",['cs.LG'],2015,1 clustering algorithm given find centers clusters quickly however accuracy algorithm heavily depend threshold value c furthermore 1 provided efficient way select threshold value c one estimate value d_c depend ones subjective experience paper based data field 2 propose new way automatically extract threshold value d_c original data set using potential entropy data field data set clustered reasonable value d_c objectively calculated data set using proposed method experiments 1 redone proposed method experimental data set used 1 results shows problem calculate threshold value d_c 1 solved using method,164,921,growth (2015–2017)
1501.04282,Regularized maximum correntropy machine,"In this paper we investigate the usage of regularized correntropy framework for learning of classifiers from noisy labels. The class label predictors learned by minimizing transitional loss functions are sensitive to the noisy and outlying labels of training samples, because the transitional loss functions are equally applied to all the samples. To solve this problem, we propose to learn the class label predictors by maximizing the correntropy between the predicted labels and the true labels of the training samples, under the regularized Maximum Correntropy Criteria (MCC) framework. Moreover, we regularize the predictor parameter to control the complexity of the predictor. The learning problem is formulated by an objective function considering the parameter regularization and MCC simultaneously. By optimizing the objective function alternately, we develop a novel predictor learning algorithm. The experiments on two chal- lenging pattern classification tasks show that it significantly outperforms the machines with transitional loss functions.",['cs.LG'],2015,paper investigate usage regularized correntropy framework learning classifiers noisy labels class label predictors learned minimizing transitional loss functions sensitive noisy outlying labels training samples transitional loss functions equally applied samples solve problem propose learn class label predictors maximizing correntropy predicted labels true labels training samples regularized maximum correntropy criteria mcc framework moreover regularize predictor parameter control complexity predictor learning problem formulated objective function considering parameter regularization mcc simultaneously optimizing objective function alternately develop novel predictor learning algorithm experiments two chal lenging pattern classification tasks show significantly outperforms machines transitional loss functions,149,1057,growth (2015–2017)
1501.05279,Extreme Entropy Machines: Robust information theoretic classification,"Most of the existing classification methods are aimed at minimization of empirical risk (through some simple point-based error measured with loss function) with added regularization. We propose to approach this problem in a more information theoretic way by investigating applicability of entropy measures as a classification model objective function. We focus on quadratic Renyi's entropy and connected Cauchy-Schwarz Divergence which leads to the construction of Extreme Entropy Machines (EEM). The main contribution of this paper is proposing a model based on the information theoretic concepts which on the one hand shows new, entropic perspective on known linear classifiers and on the other leads to a construction of very robust method competetitive with the state of the art non-information theoretic ones (including Support Vector Machines and Extreme Learning Machines). Evaluation on numerous problems spanning from small, simple ones from UCI repository to the large (hundreads of thousands of samples) extremely unbalanced (up to 100:1 classes' ratios) datasets shows wide applicability of the EEM in real life problems and that it scales well.",['cs.LG'],2015,existing classification methods aimed minimization empirical risk simple point based error measured loss function added regularization propose approach problem information theoretic way investigating applicability entropy measures classification model objective function focus quadratic renyis entropy connected cauchy schwarz divergence leads construction extreme entropy machines eem main contribution paper proposing model based information theoretic concepts one hand shows new entropic perspective known linear classifiers leads construction robust method competetitive state art non information theoretic ones including support vector machines extreme learning machines evaluation numerous problems spanning small simple ones uci repository large hundreads thousands samples extremely unbalanced 1001 classes ratios datasets shows wide applicability eem real life problems scales well,171,1157,growth (2015–2017)
1501.06237,Deep Transductive Semi-supervised Maximum Margin Clustering,"Semi-supervised clustering is an very important topic in machine learning and computer vision. The key challenge of this problem is how to learn a metric, such that the instances sharing the same label are more likely close to each other on the embedded space. However, little attention has been paid to learn better representations when the data lie on non-linear manifold. Fortunately, deep learning has led to great success on feature learning recently. Inspired by the advances of deep learning, we propose a deep transductive semi-supervised maximum margin clustering approach. More specifically, given pairwise constraints, we exploit both labeled and unlabeled data to learn a non-linear mapping under maximum margin framework for clustering analysis. Thus, our model unifies transductive learning, feature learning and maximum margin techniques in the semi-supervised clustering framework. We pretrain the deep network structure with restricted Boltzmann machines (RBMs) layer by layer greedily, and optimize our objective function with gradient descent. By checking the most violated constraints, our approach updates the model parameters through error backpropagation, in which deep features are learned automatically. The experimental results shows that our model is significantly better than the state of the art on semi-supervised clustering.",['cs.LG'],2015,semi supervised clustering important topic machine learning computer vision key challenge problem learn metric instances sharing label likely close embedded space however little attention paid learn better representations data lie non linear manifold fortunately deep learning led great success feature learning recently inspired advances deep learning propose deep transductive semi supervised maximum margin clustering approach specifically given pairwise constraints exploit labeled unlabeled data learn non linear mapping maximum margin framework clustering analysis thus model unifies transductive learning feature learning maximum margin techniques semi supervised clustering framework pretrain deep network structure restricted boltzmann machines rbms layer layer greedily optimize objective function gradient descent checking violated constraints approach updates model parameters error backpropagation deep features learned automatically experimental results shows model significantly better state art semi supervised clustering,195,1355,growth (2015–2017)
1501.06284,On a Family of Decomposable Kernels on Sequences,"In many applications data is naturally presented in terms of orderings of some basic elements or symbols. Reasoning about such data requires a notion of similarity capable of handling sequences of different lengths. In this paper we describe a family of Mercer kernel functions for such sequentially structured data. The family is characterized by a decomposable structure in terms of symbol-level and structure-level similarities, representing a specific combination of kernels which allows for efficient computation. We provide an experimental evaluation on sequential classification tasks comparing kernels from our family of kernels to a state of the art sequence kernel called the Global Alignment kernel which has been shown to outperform Dynamic Time Warping",['cs.LG'],2015,many applications data naturally presented terms orderings basic elements symbols reasoning data requires notion similarity capable handling sequences different lengths paper describe family mercer kernel functions sequentially structured data family characterized decomposable structure terms symbol level structure level similarities representing specific combination kernels allows efficient computation provide experimental evaluation sequential classification tasks comparing kernels family kernels state art sequence kernel called global alignment kernel shown outperform dynamic time warping,113,765,growth (2015–2017)
1501.06478,Compressed Support Vector Machines,"Support vector machines (SVM) can classify data sets along highly non-linear decision boundaries because of the kernel-trick. This expressiveness comes at a price: During test-time, the SVM classifier needs to compute the kernel inner-product between a test sample and all support vectors. With large training data sets, the time required for this computation can be substantial. In this paper, we introduce a post-processing algorithm, which compresses the learned SVM model by reducing and optimizing support vectors. We evaluate our algorithm on several medium-scaled real-world data sets, demonstrating that it maintains high test accuracy while reducing the test-time evaluation cost by several orders of magnitude---in some cases from hours to seconds. It is fair to say that most of the work in this paper was previously been invented by Burges and Sch\""olkopf almost 20 years ago. For most of the time during which we conducted this research, we were unaware of this prior work. However, in the past two decades, computing power has increased drastically, and we can therefore provide empirical insights that were not possible in their original paper.",['cs.LG'],2015,support vector machines svm classify data sets along highly non linear decision boundaries kernel trick expressiveness comes price test time svm classifier needs compute kernel inner product test sample support vectors large training data sets time required computation substantial paper introduce post processing algorithm compresses learned svm model reducing optimizing support vectors evaluate algorithm several medium scaled real world data sets demonstrating maintains high test accuracy reducing test time evaluation cost several orders magnitude cases hours seconds fair say work paper previously invented burges scholkopf almost 20 years ago time conducted research unaware prior work however past two decades computing power increased drastically therefore provide empirical insights possible original paper,179,1159,growth (2015–2017)
1501.07093,Novel Approaches for Predicting Risk Factors of Atherosclerosis,"Coronary heart disease (CHD) caused by hardening of artery walls due to cholesterol known as atherosclerosis is responsible for large number of deaths world-wide. The disease progression is slow, asymptomatic and may lead to sudden cardiac arrest, stroke or myocardial infraction. Presently, imaging techniques are being employed to understand the molecular and metabolic activity of atherosclerotic plaques to estimate the risk. Though imaging methods are able to provide some information on plaque metabolism they lack the required resolution and sensitivity for detection. In this paper we consider the clinical observations and habits of individuals for predicting the risk factors of CHD. The identification of risk factors helps in stratifying patients for further intensive tests such as nuclear imaging or coronary angiography. We present a novel approach for predicting the risk factors of atherosclerosis with an in-built imputation algorithm and particle swarm optimization (PSO). We compare the performance of our methodology with other machine learning techniques on STULONG dataset which is based on longitudinal study of middle aged individuals lasting for twenty years. Our methodology powered by PSO search has identified physical inactivity as one of the risk factor for the onset of atherosclerosis in addition to other already known factors. The decision rules extracted by our methodology are able to predict the risk factors with an accuracy of $99.73%$ which is higher than the accuracies obtained by application of the state-of-the-art machine learning techniques presently being employed in the identification of atherosclerosis risk studies.",['cs.LG'],2015,coronary heart disease chd caused hardening artery walls due cholesterol known atherosclerosis responsible large number deaths world wide disease progression slow asymptomatic may lead sudden cardiac arrest stroke myocardial infraction presently imaging techniques employed understand molecular metabolic activity atherosclerotic plaques estimate risk though imaging methods able provide information plaque metabolism lack required resolution sensitivity detection paper consider clinical observations habits individuals predicting risk factors chd identification risk factors helps stratifying patients intensive tests nuclear imaging coronary angiography present novel approach predicting risk factors atherosclerosis built imputation algorithm particle swarm optimization pso compare performance methodology machine learning techniques stulong dataset based longitudinal study middle aged individuals lasting twenty years methodology powered pso search identified physical inactivity one risk factor onset atherosclerosis addition already known factors decision rules extracted methodology able predict risk factors accuracy 9973 higher accuracies obtained application state art machine learning techniques presently employed identification atherosclerosis risk studies,244,1667,growth (2015–2017)
1501.07315,Per-Block-Convex Data Modeling by Accelerated Stochastic Approximation,"Applications involving dictionary learning, non-negative matrix factorization, subspace clustering, and parallel factor tensor decomposition tasks motivate well algorithms for per-block-convex and non-smooth optimization problems. By leveraging the stochastic approximation paradigm and first-order acceleration schemes, this paper develops an online and modular learning algorithm for a large class of non-convex data models, where convexity is manifested only per-block of variables whenever the rest of them are held fixed. The advocated algorithm incurs computational complexity that scales linearly with the number of unknowns. Under minimal assumptions on the cost functions of the composite optimization task, without bounding constraints on the optimization variables, or any explicit information on bounds of Lipschitz coefficients, the expected cost evaluated online at the resultant iterates is provably convergent with quadratic rate to an accumulation point of the (per-block) minima, while subgradients of the expected cost asymptotically vanish in the mean-squared sense. The merits of the general approach are demonstrated in two online learning setups: (i) Robust linear regression using a sparsity-cognizant total least-squares criterion; and (ii) semi-supervised dictionary learning for network-wide link load tracking and imputation with missing entries. Numerical tests on synthetic and real data highlight the potential of the proposed framework for streaming data analytics by demonstrating superior performance over block coordinate descent, and reduced complexity relative to the popular alternating-direction method of multipliers.",['cs.LG'],2015,applications involving dictionary learning non negative matrix factorization subspace clustering parallel factor tensor decomposition tasks motivate well algorithms per block convex non smooth optimization problems leveraging stochastic approximation paradigm first order acceleration schemes paper develops online modular learning algorithm large class non convex data models convexity manifested per block variables whenever rest held fixed advocated algorithm incurs computational complexity scales linearly number unknowns minimal assumptions cost functions composite optimization task without bounding constraints optimization variables explicit information bounds lipschitz coefficients expected cost evaluated online resultant iterates provably convergent quadratic rate accumulation point per block minima subgradients expected cost asymptotically vanish mean squared sense merits general approach demonstrated two online learning setups robust linear regression using sparsity cognizant total least squares criterion ii semi supervised dictionary learning network wide link load tracking imputation missing entries numerical tests synthetic real data highlight potential proposed framework streaming data analytics demonstrating superior performance block coordinate descent reduced complexity relative popular alternating direction method multipliers,219,1657,growth (2015–2017)
1501.07584,"Efficient Divide-And-Conquer Classification Based on Feature-Space
  Decomposition","This study presents a divide-and-conquer (DC) approach based on feature space decomposition for classification. When large-scale datasets are present, typical approaches usually employed truncated kernel methods on the feature space or DC approaches on the sample space. However, this did not guarantee separability between classes, owing to overfitting. To overcome such problems, this work proposes a novel DC approach on feature spaces consisting of three steps. Firstly, we divide the feature space into several subspaces using the decomposition method proposed in this paper. Subsequently, these feature subspaces are sent into individual local classifiers for training. Finally, the outcomes of local classifiers are fused together to generate the final classification results. Experiments on large-scale datasets are carried out for performance evaluation. The results show that the error rates of the proposed DC method decreased comparing with the state-of-the-art fast SVM solvers, e.g., reducing error rates by 10.53% and 7.53% on RCV1 and covtype datasets respectively.",['cs.LG'],2015,study presents divide conquer dc approach based feature space decomposition classification large scale datasets present typical approaches usually employed truncated kernel methods feature space dc approaches sample space however guarantee separability classes owing overfitting overcome problems work proposes novel dc approach feature spaces consisting three steps firstly divide feature space several subspaces using decomposition method proposed paper subsequently feature subspaces sent individual local classifiers training finally outcomes local classifiers fused together generate final classification results experiments large scale datasets carried performance evaluation results show error rates proposed dc method decreased comparing state art fast svm solvers eg reducing error rates 1053 753 rcv1 covtype datasets respectively,154,1081,growth (2015–2017)
